 variables= "u","y"
 zone t="LBFS"
   4.2266846771333022E-003                       NaN
   1.2718660254235736E-002                       NaN
   2.1287750361735885E-002                       NaN
   2.9933734570728898E-002                       NaN
   3.8656342501641128E-002                       NaN
   4.7455252331063291E-002                       NaN
   5.6330089331030619E-002                       NaN
   6.5280424446785529E-002                       NaN
   7.4305772919277396E-002                       NaN
   8.3405592958854219E-002                       NaN
   9.2579284476779850E-002                       NaN
  0.10182618788136363                            NaN
  0.11114558294561408                            NaN
  0.12053668775342216                            NaN
  0.12999865773133898                            NaN
  0.13953058477303501                            NaN
  0.14913149646350968                            NaN
  0.15880035541005882                            NaN
  0.16853605868690161                            NaN
  0.17833743740021354                            NaN
  0.18820325638010865                            NaN
  0.19813221400585826                            NaN
  0.20812294217032545                            NaN
  0.21817400638923309                            NaN
  0.22828390606046742                            NaN
  0.23845107487814979                            NaN
  0.24867388140568730                            NaN
  0.25895062981143846                            NaN
  0.26927956077000603                            NaN
  0.27965885253149780                            NaN
  0.29008662216038106                            NaN
  0.30056092694479830                            NaN
  0.31107976597642240                       Infinity
  0.32164108190010199                       Infinity
  0.33224276283170323                       Infinity
  0.34288264444168021                       Infinity
  0.35355851220102863                       Infinity
  0.36426810378538710                       Infinity
  0.37500911163216366                       Infinity
  0.38577918564468805                       Infinity
  0.39657593603652741                       Infinity
  0.40739693630826601                       Infinity
  0.41823972634824441                       Infinity
  0.42910181564798711                       Infinity
  0.43998068662232975                       Infinity
  0.45087379802359151                       Infinity
  0.46177858843853614                       Infinity
  0.47269247985632717                       Infinity
  0.48361288129522034                       Infinity
  0.49453719247534855                       Infinity
  0.50546280752465145                       Infinity
  0.51638711870477971                       Infinity
  0.52730752014367288                       Infinity
  0.53822141156146386                       Infinity
  0.54912620197640849                       Infinity
  0.56001931337767030                       Infinity
  0.57089818435201289                       Infinity
  0.58176027365175553                       Infinity
  0.59260306369173388                       Infinity
  0.60342406396347248                       Infinity
  0.61422081435531184                       Infinity
  0.62499088836783634                       Infinity
  0.63573189621461290                       Infinity
  0.64644148779897137                       Infinity
  0.65711735555831985                       Infinity
  0.66775723716829671                       Infinity
  0.67835891809989801                       Infinity
  0.68892023402357760                       Infinity
  0.69943907305520170                       Infinity
  0.70991337783961894                       Infinity
  0.72034114746850220                            NaN
  0.73072043922999397                            NaN
  0.74104937018856154                            NaN
  0.75132611859431275                            NaN
  0.76154892512185024                            NaN
  0.77171609393953267                            NaN
  0.78182599361076699                            NaN
  0.79187705782967455                            NaN
  0.80186778599414166                            NaN
  0.81179674361989140                            NaN
  0.82166256259978643                            NaN
  0.83146394131309842                            NaN
  0.84119964458994123                            NaN
  0.85086850353649035                            NaN
  0.86046941522696496                            NaN
  0.87000134226866099                            NaN
  0.87946331224657781                            NaN
  0.88885441705438595                            NaN
  0.89817381211863634                            NaN
  0.90742071552322012                            NaN
  0.91659440704114581                            NaN
  0.92569422708072269                            NaN
  0.93471957555321450                            NaN
  0.94366991066896944                            NaN
  0.95254474766893671                            NaN
  0.96134365749835893                            NaN
  0.97006626542927110                            NaN
  0.97871224963826409                            NaN
  0.98728133974576426                            NaN
  0.99577331532286673                            NaN
